Entity,Code,Day,p_avg_all_ages,143222-annotations
Luxembourg,LUX,2021-01-24,1.83,
Luxembourg,LUX,2021-01-31,23.32,
Luxembourg,LUX,2021-02-07,-3.29,
Luxembourg,LUX,2021-02-14,-8.25,
Luxembourg,LUX,2021-02-21,-4.32,
Luxembourg,LUX,2021-02-28,-4.87,
Luxembourg,LUX,2021-03-07,1.6,
Luxembourg,LUX,2021-03-14,11.76,
Luxembourg,LUX,2021-03-21,40.93,
Luxembourg,LUX,2021-03-28,-9.3,
Luxembourg,LUX,2021-04-04,-9.51,
Luxembourg,LUX,2021-04-11,5.26,
Luxembourg,LUX,2021-04-18,4.75,
Luxembourg,LUX,2021-04-25,5.06,
Luxembourg,LUX,2021-05-02,25.34,
Luxembourg,LUX,2021-05-09,7.24,
Luxembourg,LUX,2021-05-16,-10.51,
Luxembourg,LUX,2021-05-23,20.45,
Luxembourg,LUX,2021-05-30,-10.99,
Luxembourg,LUX,2021-06-06,-4.62,
Luxembourg,LUX,2021-06-13,9.76,
Luxembourg,LUX,2021-06-20,13.94,
Luxembourg,LUX,2021-06-27,3.6,
Luxembourg,LUX,2021-07-04,23.55,
Luxembourg,LUX,2021-07-11,1.06,
Luxembourg,LUX,2021-07-18,6.97,
Luxembourg,LUX,2021-07-25,-4.43,
Luxembourg,LUX,2021-08-01,-11.76,
Luxembourg,LUX,2021-08-08,0,
Luxembourg,LUX,2021-08-15,3.22,
Luxembourg,LUX,2021-08-22,-12.16,
Luxembourg,LUX,2021-08-29,7.14,
Luxembourg,LUX,2021-09-05,3.95,
Macao,MAC,2020-01-31,-3.64,
Macao,MAC,2020-02-29,6.98,
Macao,MAC,2020-03-31,-10.31,
Macao,MAC,2020-04-30,9,
Macao,MAC,2020-05-31,-4.51,
Macao,MAC,2020-06-30,3.25,
Macao,MAC,2020-07-31,1.85,
Macao,MAC,2020-08-31,15.34,
Macao,MAC,2020-09-30,13.58,
Macao,MAC,2020-10-31,11.25,
Macao,MAC,2020-11-30,14.42,
Macao,MAC,2020-12-31,-4.33,
Macao,MAC,2021-01-31,1.15,
Macao,MAC,2021-02-28,9.84,
Macao,MAC,2021-03-31,-0.11,
Macao,MAC,2021-04-30,7.84,
Macao,MAC,2021-05-31,4.75,
Macao,MAC,2021-06-30,7.89,
Macao,MAC,2021-07-31,-5.23,
Macao,MAC,2021-08-31,11.42,
Malaysia,MYS,2020-01-31,7.29,
Malaysia,MYS,2020-02-29,1.32,
Malaysia,MYS,2020-03-31,0.46,
Malaysia,MYS,2020-04-30,-4.47,
Malaysia,MYS,2020-05-31,-1.37,
Malaysia,MYS,2020-06-30,-2.97,
Malaysia,MYS,2020-07-31,5,
Malaysia,MYS,2020-08-31,4.24,
Malaysia,MYS,2020-09-30,4.5,
Malaysia,MYS,2020-10-31,1.01,
Malaysia,MYS,2020-11-30,9.54,
Malaysia,MYS,2020-12-31,8.64,
Malaysia,MYS,2021-01-31,7.61,
Malaysia,MYS,2021-02-28,2.4,
Malaysia,MYS,2021-03-31,1.37,
Malaysia,MYS,2021-04-30,5.08,
Malaysia,MYS,2021-05-31,7.7,
Malaysia,MYS,2021-06-30,7.85,
Malta,MLT,2020-01-05,-3.33,
Malta,MLT,2020-01-12,10.45,
Malta,MLT,2020-01-19,8.3,
Malta,MLT,2020-01-26,0.69,
Malta,MLT,2020-02-02,-10.47,
Malta,MLT,2020-02-09,3.21,
Malta,MLT,2020-02-16,-12.2,
Malta,MLT,2020-02-23,-17.23,
Malta,MLT,2020-03-01,-16.67,
Malta,MLT,2020-03-08,-11.62,
Malta,MLT,2020-03-15,23.63,
Malta,MLT,2020-03-22,36.48,
Malta,MLT,2020-03-29,18.34,
Malta,MLT,2020-04-05,4.46,
Malta,MLT,2020-04-12,15.62,
Malta,MLT,2020-04-19,38.81,
Malta,MLT,2020-04-26,-7.89,
Malta,MLT,2020-05-03,11.78,
Malta,MLT,2020-05-10,8.9,
Malta,MLT,2020-05-17,17.55,
Malta,MLT,2020-05-24,-15.03,
Malta,MLT,2020-05-31,2.13,
Malta,MLT,2020-06-07,12.46,
Malta,MLT,2020-06-14,-11.21,
Malta,MLT,2020-06-21,9.32,
Malta,MLT,2020-06-28,-20.07,
Malta,MLT,2020-07-05,16.16,
Malta,MLT,2020-07-12,2.99,
Malta,MLT,2020-07-19,18.08,
Malta,MLT,2020-07-26,-0.32,
Malta,MLT,2020-08-02,1.59,
Malta,MLT,2020-08-09,0,
Malta,MLT,2020-08-16,0,
Malta,MLT,2020-08-23,44.13,
Malta,MLT,2020-08-30,21.67,
Malta,MLT,2020-09-06,14.89,
Malta,MLT,2020-09-13,5.61,
Malta,MLT,2020-09-20,17.1,
Malta,MLT,2020-09-27,44.93,
Malta,MLT,2020-10-04,48.41,
Malta,MLT,2020-10-11,16.78,
Malta,MLT,2020-10-18,-2.52,
Malta,MLT,2020-10-25,11.3,
Malta,MLT,2020-11-01,47.35,
Malta,MLT,2020-11-08,44.33,
Malta,MLT,2020-11-15,41.37,
Malta,MLT,2020-11-22,38.2,
Malta,MLT,2020-11-29,35.17,
Malta,MLT,2020-12-06,55.88,
Malta,MLT,2020-12-13,45.71,
Malta,MLT,2020-12-20,56.16,
Malta,MLT,2020-12-27,32.25,
Malta,MLT,2021-01-03,4.41,
Malta,MLT,2021-01-10,-3.33,
Malta,MLT,2021-01-17,-0.24,
Malta,MLT,2021-01-24,18.42,
Malta,MLT,2021-01-31,6.41,
Malta,MLT,2021-02-07,2.33,
Malta,MLT,2021-02-14,5.5,
Malta,MLT,2021-02-21,32.93,
Malta,MLT,2021-02-28,21.32,
Malta,MLT,2021-03-07,32.35,
Malta,MLT,2021-03-14,32.58,
Malta,MLT,2021-03-21,29.12,
Malta,MLT,2021-03-28,12.86,
Malta,MLT,2021-04-04,15.38,
Malta,MLT,2021-04-11,-8.08,
Malta,MLT,2021-04-18,3.6,
Malta,MLT,2021-04-25,-4.48,
Malta,MLT,2021-05-02,-2.96,
Malta,MLT,2021-05-09,5.74,
Malta,MLT,2021-05-16,18.1,
Malta,MLT,2021-05-23,24.17,
Malta,MLT,2021-05-30,25.82,
Malta,MLT,2021-06-06,-19.21,
Malta,MLT,2021-06-13,-1.38,
Malta,MLT,2021-06-20,5.92,
Malta,MLT,2021-06-27,0.36,
Malta,MLT,2021-07-04,56.46,
Malta,MLT,2021-07-11,11.11,
Malta,MLT,2021-07-18,26.25,
Malta,MLT,2021-07-25,16.24,
Malta,MLT,2021-08-01,-0.32,
Malta,MLT,2021-08-08,42.86,
Malta,MLT,2021-08-15,46.03,
Malta,MLT,2021-08-22,-6.9,
Malta,MLT,2021-08-29,35.23,
Malta,MLT,2021-09-05,13.33,
Malta,MLT,2021-09-12,13.27,
Malta,MLT,2021-09-19,15.51,
Malta,MLT,2021-09-26,-14.5,
Malta,MLT,2021-10-03,28.62,
Martinique,MTQ,2020-01-05,-16.67,
Martinique,MTQ,2020-01-12,-4.07,
Martinique,MTQ,2020-01-19,4.79,
Martinique,MTQ,2020-01-26,-18.83,
Martinique,MTQ,2020-02-02,15.76,
Martinique,MTQ,2020-02-09,7.48,
Martinique,MTQ,2020-02-16,-11.94,
Martinique,MTQ,2020-02-23,3.6,
Martinique,MTQ,2020-03-01,-19.77,
Martinique,MTQ,2020-03-08,19.57,
Martinique,MTQ,2020-03-15,-4.62,
Martinique,MTQ,2020-03-22,8.31,
Martinique,MTQ,2020-03-29,6.45,
Martinique,MTQ,2020-04-05,27.42,
Martinique,MTQ,2020-04-12,23.29,
Martinique,MTQ,2020-04-19,15.38,
Martinique,MTQ,2020-04-26,-7.69,
Martinique,MTQ,2020-05-03,7.74,
Martinique,MTQ,2020-05-10,37.15,
Martinique,MTQ,2020-05-17,10.56,
Martinique,MTQ,2020-05-24,-7.01,
Martinique,MTQ,2020-05-31,18.03,
Martinique,MTQ,2020-06-07,-22.49,
Martinique,MTQ,2020-06-14,7.58,
Martinique,MTQ,2020-06-21,33.9,
Martinique,MTQ,2020-06-28,-0.64,
Martinique,MTQ,2020-07-05,-3.51,
Martinique,MTQ,2020-07-12,7.26,
Martinique,MTQ,2020-07-19,1.25,
Martinique,MTQ,2020-07-26,-1.9,
Martinique,MTQ,2020-08-02,-0.61,
Martinique,MTQ,2020-08-09,-3.54,
Martinique,MTQ,2020-08-16,14.33,
Martinique,MTQ,2020-08-23,7.87,
Martinique,MTQ,2020-08-30,16.04,
Martinique,MTQ,2020-09-06,4.82,
Martinique,MTQ,2020-09-13,53.97,
Martinique,MTQ,2020-09-20,65.59,
Martinique,MTQ,2020-09-27,43.36,
Martinique,MTQ,2020-10-04,18.83,
Martinique,MTQ,2020-10-11,28.47,
Martinique,MTQ,2020-10-18,14.38,
Martinique,MTQ,2020-10-25,16.32,
Martinique,MTQ,2020-11-01,19.64,
Martinique,MTQ,2020-11-08,10.37,
Martinique,MTQ,2020-11-15,47.06,
Martinique,MTQ,2020-11-22,19.72,
Martinique,MTQ,2020-11-29,7.84,
Martinique,MTQ,2020-12-06,-4.53,
Martinique,MTQ,2020-12-13,14.38,
Martinique,MTQ,2020-12-20,-13.04,
Martinique,MTQ,2020-12-27,-2.58,
Martinique,MTQ,2021-01-03,-15.47,
Martinique,MTQ,2021-01-10,20.92,
Martinique,MTQ,2021-01-17,3.2,
Martinique,MTQ,2021-01-24,-2.69,
Martinique,MTQ,2021-01-31,-2.6,
Martinique,MTQ,2021-02-07,12.54,
Martinique,MTQ,2021-02-14,-12.77,
Martinique,MTQ,2021-02-21,2.99,
Martinique,MTQ,2021-02-28,-5.41,
Martinique,MTQ,2021-03-07,-11.17,
Martinique,MTQ,2021-03-14,16.46,
Martinique,MTQ,2021-03-21,6.15,
Martinique,MTQ,2021-03-28,-2.08,
Martinique,MTQ,2021-04-04,8.06,
Martinique,MTQ,2021-04-11,19.35,
Martinique,MTQ,2021-04-18,4.45,
Martinique,MTQ,2021-04-25,22.38,
Martinique,MTQ,2021-05-02,7.69,
Martinique,MTQ,2021-05-09,26.26,
Martinique,MTQ,2021-05-16,-11.46,
Martinique,MTQ,2021-05-23,7.26,
Martinique,MTQ,2021-05-30,31.1,
Martinique,MTQ,2021-06-06,31.15,
Martinique,MTQ,2021-06-13,13.98,
Martinique,MTQ,2021-06-20,12.12,
Martinique,MTQ,2021-06-27,42.37,
Martinique,MTQ,2021-07-04,2.56,
Martinique,MTQ,2021-07-11,19.88,
Martinique,MTQ,2021-07-18,15.14,
Martinique,MTQ,2021-07-25,30.84,
Martinique,MTQ,2021-08-01,89.87,
Martinique,MTQ,2021-08-08,169.11,
Martinique,MTQ,2021-08-15,224.76,
Martinique,MTQ,2021-08-22,226.22,
Martinique,MTQ,2021-08-29,160.93,
Martinique,MTQ,2021-09-05,203.75,
Martinique,MTQ,2021-09-12,112.46,
Martinique,MTQ,2021-09-19,27.48,
Mauritius,MUS,2020-01-31,6.94,
Mauritius,MUS,2020-02-29,7.48,
Mauritius,MUS,2020-03-31,4.66,
Mauritius,MUS,2020-04-30,5.77,
Mauritius,MUS,2020-05-31,5.81,
Mauritius,MUS,2020-06-30,12.21,
Mauritius,MUS,2020-07-31,1.6,
Mauritius,MUS,2020-08-31,7.6,
Mauritius,MUS,2020-09-30,-0.07,
Mauritius,MUS,2020-10-31,8.12,
Mauritius,MUS,2020-11-30,10.71,
Mauritius,MUS,2020-12-31,6.39,
Mauritius,MUS,2021-01-31,5.83,
Mauritius,MUS,2021-02-28,8.5,
Mauritius,MUS,2021-03-31,7.26,
Mauritius,MUS,2021-04-30,7.52,
Mauritius,MUS,2021-05-31,5.21,
Mauritius,MUS,2021-06-30,17.39,
Mayotte,MYT,2020-01-05,8.33,
Mayotte,MYT,2020-01-12,21.43,
Mayotte,MYT,2020-01-19,23.08,
Mayotte,MYT,2020-01-26,-17.65,
Mayotte,MYT,2020-02-02,-26.47,
Mayotte,MYT,2020-02-09,100,
Mayotte,MYT,2020-02-16,-6.67,
Mayotte,MYT,2020-02-23,91.67,
Mayotte,MYT,2020-03-01,66.67,
Mayotte,MYT,2020-03-08,0,
Mayotte,MYT,2020-03-15,40.85,
Mayotte,MYT,2020-03-22,82.54,
Mayotte,MYT,2020-03-29,25,
Mayotte,MYT,2020-04-05,158.93,
Mayotte,MYT,2020-04-12,61.97,
Mayotte,MYT,2020-04-19,170.49,
Mayotte,MYT,2020-04-26,-14.29,
Mayotte,MYT,2020-05-03,68.83,
Mayotte,MYT,2020-05-10,23.38,
Mayotte,MYT,2020-05-17,172.73,
Mayotte,MYT,2020-05-24,47.06,
Mayotte,MYT,2020-05-31,123.4,
Mayotte,MYT,2020-06-07,-7.14,
Mayotte,MYT,2020-06-14,59.42,
Mayotte,MYT,2020-06-21,-23.73,
Mayotte,MYT,2020-06-28,6.56,
Mayotte,MYT,2020-07-05,37.1,
Mayotte,MYT,2020-07-12,63.64,
Mayotte,MYT,2020-07-19,-11.29,
Mayotte,MYT,2020-07-26,20,
Mayotte,MYT,2020-08-02,36.99,
Mayotte,MYT,2020-08-09,27.12,
Mayotte,MYT,2020-08-16,38.89,
Mayotte,MYT,2020-08-23,55.74,
Mayotte,MYT,2020-08-30,14.75,
Mayotte,MYT,2020-09-06,-10.11,
Mayotte,MYT,2020-09-13,-13.79,
Mayotte,MYT,2020-09-20,53.85,
Mayotte,MYT,2020-09-27,130,
Mayotte,MYT,2020-10-04,-13.58,
Mayotte,MYT,2020-10-11,4.17,
Mayotte,MYT,2020-10-18,9.37,
Mayotte,MYT,2020-10-25,-27.71,
Mayotte,MYT,2020-11-01,-13.58,
Mayotte,MYT,2020-11-08,45.16,
Mayotte,MYT,2020-11-15,20.97,
Mayotte,MYT,2020-11-22,45.83,
Mayotte,MYT,2020-11-29,-12.7,
Mayotte,MYT,2020-12-06,60,
Mayotte,MYT,2020-12-13,55.74,
Mayotte,MYT,2020-12-20,13.33,
Mayotte,MYT,2020-12-27,80.33,
Mayotte,MYT,2021-01-03,14.75,
Mayotte,MYT,2021-01-10,116.67,
Mayotte,MYT,2021-01-17,35.71,
Mayotte,MYT,2021-01-24,53.85,
Mayotte,MYT,2021-01-31,35.29,
Mayotte,MYT,2021-02-07,61.76,
Mayotte,MYT,2021-02-14,250,
Mayotte,MYT,2021-02-21,220,
Mayotte,MYT,2021-02-28,283.33,
Mayotte,MYT,2021-03-07,187.88,
Mayotte,MYT,2021-03-14,112.5,
Mayotte,MYT,2021-03-21,47.89,
Mayotte,MYT,2021-03-28,58.73,
Mayotte,MYT,2021-04-04,37.5,
Mayotte,MYT,2021-04-11,33.93,
Mayotte,MYT,2021-04-18,26.76,
Mayotte,MYT,2021-04-25,47.54,
Mayotte,MYT,2021-05-02,7.14,
Mayotte,MYT,2021-05-09,-48.05,
Mayotte,MYT,2021-05-16,81.82,
Mayotte,MYT,2021-05-23,47.73,
Mayotte,MYT,2021-05-30,25,
Mayotte,MYT,2021-06-06,123.4,
Mayotte,MYT,2021-06-13,-21.43,
Mayotte,MYT,2021-06-20,-13.04,
Mayotte,MYT,2021-06-27,10.17,
Mayotte,MYT,2021-07-04,31.15,
Mayotte,MYT,2021-07-11,37.1,
Mayotte,MYT,2021-07-18,18.18,
Mayotte,MYT,2021-07-25,20.97,
Mayotte,MYT,2021-08-01,6.67,
Mayotte,MYT,2021-08-08,-31.51,
Mayotte,MYT,2021-08-15,52.54,
Mayotte,MYT,2021-08-22,45.83,
Mayotte,MYT,2021-08-29,72.13,
Mayotte,MYT,2021-09-05,-1.64,
Mayotte,MYT,2021-09-12,17.98,
Mayotte,MYT,2021-09-19,81.03,
Mexico,MEX,2020-01-05,5,
Mexico,MEX,2020-01-12,7.66,
Mexico,MEX,2020-01-19,5.31,
Mexico,MEX,2020-01-26,3.37,
Mexico,MEX,2020-02-02,1.18,
Mexico,MEX,2020-02-09,4.41,
Mexico,MEX,2020-02-16,0.78,
Mexico,MEX,2020-02-23,0.08,
Mexico,MEX,2020-03-01,-2.4,
Mexico,MEX,2020-03-08,0.98,
Mexico,MEX,2020-03-15,1.81,
Mexico,MEX,2020-03-22,-2.69,
Mexico,MEX,2020-03-29,3.42,
Mexico,MEX,2020-04-05,1.69,
Mexico,MEX,2020-04-12,8.41,
Mexico,MEX,2020-04-19,17.06,
Mexico,MEX,2020-04-26,31.59,
Mexico,MEX,2020-05-03,46.07,
Mexico,MEX,2020-05-10,60.64,
Mexico,MEX,2020-05-17,72.92,
Mexico,MEX,2020-05-24,77.34,
Mexico,MEX,2020-05-31,82.3,
Mexico,MEX,2020-06-07,90.56,
Mexico,MEX,2020-06-14,97.39,
Mexico,MEX,2020-06-21,96.19,
Mexico,MEX,2020-06-28,97.35,
Mexico,MEX,2020-07-05,101.39,
Mexico,MEX,2020-07-12,109.51,
Mexico,MEX,2020-07-19,107.38,
Mexico,MEX,2020-07-26,100.87,
Mexico,MEX,2020-08-02,92.73,
Mexico,MEX,2020-08-09,89.24,
Mexico,MEX,2020-08-16,79.07,
Mexico,MEX,2020-08-23,74.12,
Mexico,MEX,2020-08-30,68.13,
Mexico,MEX,2020-09-06,61.03,
Mexico,MEX,2020-09-13,53.02,
Mexico,MEX,2020-09-20,45.96,
Mexico,MEX,2020-09-27,50.12,
Mexico,MEX,2020-10-04,42.83,
Mexico,MEX,2020-10-11,45.65,
Mexico,MEX,2020-10-18,44.77,
Mexico,MEX,2020-10-25,49.88,
Mexico,MEX,2020-11-01,52.33,
Mexico,MEX,2020-11-08,60.53,
Mexico,MEX,2020-11-15,60.43,
Mexico,MEX,2020-11-22,58.98,
Mexico,MEX,2020-11-29,62.66,
Mexico,MEX,2020-12-06,68.47,
Mexico,MEX,2020-12-13,73.68,
Mexico,MEX,2020-12-20,81.47,
Mexico,MEX,2020-12-27,91.19,
Mexico,MEX,2021-01-03,110.6,
Mexico,MEX,2021-01-10,130.81,
Mexico,MEX,2021-01-17,179.37,
Mexico,MEX,2021-01-24,190.25,
Mexico,MEX,2021-01-31,142.53,
Mexico,MEX,2021-02-07,110.74,
Mexico,MEX,2021-02-14,77.55,
Mexico,MEX,2021-02-21,70.25,
Mexico,MEX,2021-02-28,64.77,
Mexico,MEX,2021-03-07,42.37,
Mexico,MEX,2021-03-14,41.03,
Mexico,MEX,2021-03-21,34.76,
Mexico,MEX,2021-03-28,30.21,
Mexico,MEX,2021-04-04,26.8,
Mexico,MEX,2021-04-11,28.98,
Mexico,MEX,2021-04-18,29.29,
Mexico,MEX,2021-04-25,23.87,
Mexico,MEX,2021-05-02,17.75,
Mexico,MEX,2021-05-09,15.43,
Mexico,MEX,2021-05-16,12.13,
Mexico,MEX,2021-05-23,8.11,
Mexico,MEX,2021-05-30,7.42,
Mexico,MEX,2021-06-06,7.77,
Mexico,MEX,2021-06-13,10.1,
Mexico,MEX,2021-06-20,12.05,
Mexico,MEX,2021-06-27,10,
Mexico,MEX,2021-07-04,12.42,
Mexico,MEX,2021-07-11,16.83,
Mexico,MEX,2021-07-18,23.65,
Mexico,MEX,2021-07-25,36.37,
Mexico,MEX,2021-08-01,52.55,
Mexico,MEX,2021-08-08,68.07,
Mexico,MEX,2021-08-15,81.63,
Mexico,MEX,2021-08-22,88.21,
Mexico,MEX,2021-08-29,79.53,
Mexico,MEX,2021-09-05,62.28,
Moldova,MDA,2020-01-31,-12.66,
Moldova,MDA,2020-02-29,-6.65,
Moldova,MDA,2020-03-31,-20.04,
Moldova,MDA,2020-04-30,-26.54,
Moldova,MDA,2020-05-31,21.08,
Moldova,MDA,2020-06-30,12.92,
Moldova,MDA,2020-07-31,21.67,
Moldova,MDA,2020-08-31,1.68,
Moldova,MDA,2020-09-30,22.92,
Moldova,MDA,2020-10-31,21.61,
Moldova,MDA,2020-11-30,14.75,
Moldova,MDA,2020-12-31,47.97,
Moldova,MDA,2021-01-31,3.7,
Moldova,MDA,2021-02-28,11.22,
Moldova,MDA,2021-03-31,44.92,
Moldova,MDA,2021-04-30,40.31,
Moldova,MDA,2021-05-31,5.6,
Moldova,MDA,2021-06-30,2.27,
Monaco,MCO,2020-01-31,-12.88,
Monaco,MCO,2020-02-29,-21.74,
Monaco,MCO,2020-03-31,18.83,
Monaco,MCO,2020-04-30,5.63,
Monaco,MCO,2020-05-31,-5,
Monaco,MCO,2020-06-30,1.04,
Monaco,MCO,2020-07-31,-13.55,
Monaco,MCO,2020-08-31,10.82,
Monaco,MCO,2020-09-30,7.32,
Monaco,MCO,2020-10-31,4.44,
Monaco,MCO,2020-11-30,-19.54,
Monaco,MCO,2020-12-31,17.51,
Monaco,MCO,2021-01-31,9.85,
Monaco,MCO,2021-02-28,52.17,
Monaco,MCO,2021-03-31,47.98,
Monaco,MCO,2021-04-30,-6.1,
Monaco,MCO,2021-05-31,45,
Monaco,MCO,2021-06-30,-30.05,
Monaco,MCO,2021-07-31,-8.88,
Monaco,MCO,2021-08-31,15.98,
Monaco,MCO,2021-09-30,12.2,
Mongolia,MNG,2020-01-31,-3.44,
Mongolia,MNG,2020-02-29,-0.22,
Mongolia,MNG,2020-03-31,-10.14,
Mongolia,MNG,2020-04-30,-2.6,
Mongolia,MNG,2020-05-31,-9.33,
Mongolia,MNG,2020-06-30,-1.69,
Mongolia,MNG,2020-07-31,1.87,
Mongolia,MNG,2020-08-31,-2.61,
Mongolia,MNG,2020-09-30,1.18,
Mongolia,MNG,2020-10-31,2.16,
Mongolia,MNG,2020-11-30,-2.61,
Mongolia,MNG,2020-12-31,-18.35,
Mongolia,MNG,2021-01-31,-18.63,
Mongolia,MNG,2021-02-28,-4.9,
Mongolia,MNG,2021-03-31,-3.95,
Mongolia,MNG,2021-04-30,10.33,
Mongolia,MNG,2021-05-31,-1.24,
Mongolia,MNG,2021-06-30,29.1,
Mongolia,MNG,2021-07-31,32.18,
Mongolia,MNG,2021-08-31,22.79,
Mongolia,MNG,2021-09-30,45.9,
Montenegro,MNE,2020-01-05,-43.05,
Montenegro,MNE,2020-01-12,-20.77,
Montenegro,MNE,2020-01-19,-4.35,
Montenegro,MNE,2020-01-26,-7.51,
Montenegro,MNE,2020-02-02,-5.44,
Montenegro,MNE,2020-02-09,12.78,
Montenegro,MNE,2020-02-16,1.72,
Montenegro,MNE,2020-02-23,-2.87,
Montenegro,MNE,2020-03-01,-15.72,
Montenegro,MNE,2020-03-08,1.59,
Montenegro,MNE,2020-03-15,-6.15,
Montenegro,MNE,2020-03-22,-3.96,
Montenegro,MNE,2020-03-29,28.42,
Montenegro,MNE,2020-04-05,-13.36,
Montenegro,MNE,2020-04-12,3.36,
Montenegro,MNE,2020-04-19,-3.75,
Montenegro,MNE,2020-04-26,-18.55,
Montenegro,MNE,2020-05-03,-7.28,
Montenegro,MNE,2020-05-10,-13.16,
Montenegro,MNE,2020-05-17,4.55,
Montenegro,MNE,2020-05-24,1.8,
Montenegro,MNE,2020-05-31,4.55,
Montenegro,MNE,2020-06-07,-7.74,
Montenegro,MNE,2020-06-14,-7.07,
Montenegro,MNE,2020-06-21,-12.17,
Montenegro,MNE,2020-06-28,-3.04,
Montenegro,MNE,2020-07-05,38.74,
Montenegro,MNE,2020-07-12,20.18,
Montenegro,MNE,2020-07-19,28.98,
Montenegro,MNE,2020-07-26,20.37,
Montenegro,MNE,2020-08-02,26.47,
Montenegro,MNE,2020-08-09,6.68,
Montenegro,MNE,2020-08-16,2.75,
Montenegro,MNE,2020-08-23,24.55,
Montenegro,MNE,2020-08-30,31.88,
Montenegro,MNE,2020-09-06,23.54,
Montenegro,MNE,2020-09-13,14.39,
Montenegro,MNE,2020-09-20,14.91,
Montenegro,MNE,2020-09-27,35.33,
Montenegro,MNE,2020-10-04,18.44,
Montenegro,MNE,2020-10-11,25.86,
Montenegro,MNE,2020-10-18,36.83,
Montenegro,MNE,2020-10-25,55.61,
Montenegro,MNE,2020-11-01,46.91,
Montenegro,MNE,2020-11-08,43.33,
Montenegro,MNE,2020-11-15,31.62,
Montenegro,MNE,2020-11-22,61.81,
Montenegro,MNE,2020-11-29,39.67,
Montenegro,MNE,2020-12-06,32.54,
Montenegro,MNE,2020-12-13,18.8,
Montenegro,MNE,2020-12-20,31.72,
Montenegro,MNE,2020-12-27,38.13,
Montenegro,MNE,2021-01-03,72.66,
Montenegro,MNE,2021-01-10,31.79,
Montenegro,MNE,2021-01-17,17.84,
Montenegro,MNE,2021-01-24,27.97,
Montenegro,MNE,2021-01-31,18.92,
Montenegro,MNE,2021-02-07,37.41,
Montenegro,MNE,2021-02-14,53.38,
Montenegro,MNE,2021-02-21,65.1,
Montenegro,MNE,2021-02-28,50.48,
Montenegro,MNE,2021-03-07,55.1,
Montenegro,MNE,2021-03-14,52.02,
Montenegro,MNE,2021-03-21,91.86,
Montenegro,MNE,2021-03-28,37.96,
Montenegro,MNE,2021-04-04,90.07,
Montenegro,MNE,2021-04-11,44.64,
Montenegro,MNE,2021-04-18,55.46,
Montenegro,MNE,2021-04-25,62.69,
Montenegro,MNE,2021-05-02,50,
Montenegro,MNE,2021-05-09,27.48,
Montenegro,MNE,2021-05-16,48.99,
Montenegro,MNE,2021-05-23,40,
Netherlands,NLD,2020-01-05,-5.45,
Netherlands,NLD,2020-01-12,0.31,
Netherlands,NLD,2020-01-19,-4.04,
Netherlands,NLD,2020-01-26,-8.71,
Netherlands,NLD,2020-02-02,-4.42,
Netherlands,NLD,2020-02-09,-2.87,
Netherlands,NLD,2020-02-16,-4.08,
Netherlands,NLD,2020-02-23,-12.69,
Netherlands,NLD,2020-03-01,-6.4,
Netherlands,NLD,2020-03-08,-6.96,
Netherlands,NLD,2020-03-15,0.82,
Netherlands,NLD,2020-03-22,17.8,
Netherlands,NLD,2020-03-29,46.5,
Netherlands,NLD,2020-04-05,74.62,
Netherlands,NLD,2020-04-12,75.02,
Netherlands,NLD,2020-04-19,52.09,
Netherlands,NLD,2020-04-26,39.83,
Netherlands,NLD,2020-05-03,23.86,
Netherlands,NLD,2020-05-10,7.39,
Netherlands,NLD,2020-05-17,1.92,
Netherlands,NLD,2020-05-24,1.82,
Netherlands,NLD,2020-05-31,0.74,
Netherlands,NLD,2020-06-07,1.39,
Netherlands,NLD,2020-06-14,2.21,
Netherlands,NLD,2020-06-21,3,
Netherlands,NLD,2020-06-28,-0.1,
Netherlands,NLD,2020-07-05,-3.71,
Netherlands,NLD,2020-07-12,-0.61,
Netherlands,NLD,2020-07-19,-4.89,
Netherlands,NLD,2020-07-26,-0.56,
Netherlands,NLD,2020-08-02,2.53,
Netherlands,NLD,2020-08-09,0.51,
Netherlands,NLD,2020-08-16,24.73,
Netherlands,NLD,2020-08-23,9.75,
Netherlands,NLD,2020-08-30,5.07,
Netherlands,NLD,2020-09-06,4.83,
Netherlands,NLD,2020-09-13,3.71,
Netherlands,NLD,2020-09-20,3.57,
Netherlands,NLD,2020-09-27,7.26,
Netherlands,NLD,2020-10-04,10.35,
Netherlands,NLD,2020-10-11,7.39,
Netherlands,NLD,2020-10-18,16.84,
Netherlands,NLD,2020-10-25,23.1,
Netherlands,NLD,2020-11-01,32.04,
Netherlands,NLD,2020-11-08,26.16,
Netherlands,NLD,2020-11-15,25.63,
Netherlands,NLD,2020-11-22,14.83,
Netherlands,NLD,2020-11-29,17.28,
Netherlands,NLD,2020-12-06,19.08,
Netherlands,NLD,2020-12-13,17.48,
Netherlands,NLD,2020-12-20,27.5,
Netherlands,NLD,2020-12-27,28.53,
Netherlands,NLD,2021-01-03,35.51,
Netherlands,NLD,2021-01-10,26.21,
Netherlands,NLD,2021-01-17,14.86,
Netherlands,NLD,2021-01-24,17.39,
Netherlands,NLD,2021-01-31,11.36,
Netherlands,NLD,2021-02-07,10.38,
Netherlands,NLD,2021-02-14,7.85,
Netherlands,NLD,2021-02-21,5.75,
Netherlands,NLD,2021-02-28,-5.37,
Netherlands,NLD,2021-03-07,-6.19,
