Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.364496223
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.024427107
Population growth (annual %),SP.POP.GROW,Portugal,PRT,0.023733495
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,0.010646546
Population growth (annual %),SP.POP.GROW,Qatar,QAT,1.795246543
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.526814822
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,-0.049568665
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.607313746
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.490819126
Population growth (annual %),SP.POP.GROW,San Marino,SMR,0.236518559
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,1.885147828
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,1.664776702
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.749962203
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.536610018
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,0.887925293
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.10903822
Population growth (annual %),SP.POP.GROW,Singapore,SGP,1.144283307
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,0.194134259
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,0.135328073
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.696304046
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.565392823
Population growth (annual %),SP.POP.GROW,Somalia,SOM,2.855135517
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.31629201
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,0.782197031
Population growth (annual %),SP.POP.GROW,Spain,ESP,0.714923608
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,0.611875946
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,0.752340352
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,0.49631976
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,1.961107678
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,0.346915924
Population growth (annual %),SP.POP.GROW,Sudan,SDN,2.39143409
Population growth (annual %),SP.POP.GROW,Suriname,SUR,0.929025561
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,1.038265645
Population growth (annual %),SP.POP.GROW,Sweden,SWE,1.013722263
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,0.713313668
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,0.735380569
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2.390490051
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,2.960386246
Population growth (annual %),SP.POP.GROW,Thailand,THA,0.283525943
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,1.963676318
Population growth (annual %),SP.POP.GROW,Togo,TGO,2.420235924
Population growth (annual %),SP.POP.GROW,Tonga,TON,1.249919978
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,0.368284069
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,1.113669491
Population growth (annual %),SP.POP.GROW,Turkey,TUR,1.3145137
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,1.546575911
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,1.389405565
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,1.2953549
Population growth (annual %),SP.POP.GROW,Uganda,UGA,3.541932206
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,-0.53099416
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,1.438677058
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,0.564131113
Population growth (annual %),SP.POP.GROW,United States,USA,0.455381286
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.360034022
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,1.876470167
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2.432628558
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,-1.293638058
Population growth (annual %),SP.POP.GROW,Vietnam,VNM,0.954289022
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,-0.310759833
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2.511782463
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2.30059415
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,2.893017737
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,1.421141886
Population growth (annual %),SP.POP.GROW,Africa Eastern and Southern,AFE,2.636666337
Population growth (annual %),SP.POP.GROW,Africa Western and Central,AFW,2.684151739
Population growth (annual %),SP.POP.GROW,Arab World,ARB,1.909788261
Population growth (annual %),SP.POP.GROW,Caribbean small states,CSS,0.576986135
Population growth (annual %),SP.POP.GROW,Central Europe and the Baltics,CEB,-0.136450277
Population growth (annual %),SP.POP.GROW,Early-demographic dividend,EAR,1.289165767
Population growth (annual %),SP.POP.GROW,East Asia & Pacific,EAS,0.536050255
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (excluding high income),EAP,0.577654558
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (IDA & IBRD countries),TEA,0.579187416
Population growth (annual %),SP.POP.GROW,Euro area,EMU,0.08857557
Population growth (annual %),SP.POP.GROW,Europe & Central Asia,ECS,0.297027987
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (excluding high income),ECA,0.438765812
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (IDA & IBRD countries),TEC,0.391614603
Population growth (annual %),SP.POP.GROW,European Union,EUU,0.062970571
Population growth (annual %),SP.POP.GROW,Fragile and conflict affected situations,FCS,2.279274969
Population growth (annual %),SP.POP.GROW,Heavily indebted poor countries (HIPC),HPC,2.752194025
Population growth (annual %),SP.POP.GROW,High income,HIC,0.402519899
Population growth (annual %),SP.POP.GROW,IBRD only,IBD,0.813575602
Population growth (annual %),SP.POP.GROW,IDA & IBRD total,IBT,1.185452682
Population growth (annual %),SP.POP.GROW,IDA blend,IDB,2.266161327
Population growth (annual %),SP.POP.GROW,IDA only,IDX,2.276478705
Population growth (annual %),SP.POP.GROW,IDA total,IDA,2.27301048
Population growth (annual %),SP.POP.GROW,Late-demographic dividend,LTE,0.465262251
Population growth (annual %),SP.POP.GROW,Latin America & Caribbean,LCN,0.928548386
Population growth (annual %),SP.POP.GROW,Latin America & Caribbean (excluding high income),LAC,1.040678791
Population growth (annual %),SP.POP.GROW,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.951931057
Population growth (annual %),SP.POP.GROW,Least developed countries: UN classification,LDC,2.347016076
Population growth (annual %),SP.POP.GROW,Low & middle income,LMY,1.201496567
Population growth (annual %),SP.POP.GROW,Low income,LIC,2.649713118
Population growth (annual %),SP.POP.GROW,Lower middle income,LMC,1.400757859
Population growth (annual %),SP.POP.GROW,Middle East & North Africa,MEA,1.722874822
Population growth (annual %),SP.POP.GROW,Middle East & North Africa (excluding high income),MNA,1.697824853
Population growth (annual %),SP.POP.GROW,Middle East & North Africa (IDA & IBRD countries),TMN,1.687612028
Population growth (annual %),SP.POP.GROW,Middle income,MIC,1.041881109
Population growth (annual %),SP.POP.GROW,North America,NAC,0.554982281
Population growth (annual %),SP.POP.GROW,Not classified,INX,..
Population growth (annual %),SP.POP.GROW,OECD members,OED,0.502384275
Population growth (annual %),SP.POP.GROW,Other small states,OSS,1.953123667
Population growth (annual %),SP.POP.GROW,Pacific island small states,PSS,1.488268815
Population growth (annual %),SP.POP.GROW,Post-demographic dividend,PST,0.2624295
Population growth (annual %),SP.POP.GROW,Pre-demographic dividend,PRE,2.76433607
Population growth (annual %),SP.POP.GROW,Small states,SST,1.675407163
Population growth (annual %),SP.POP.GROW,South Asia,SAS,1.175104965
Population growth (annual %),SP.POP.GROW,South Asia (IDA & IBRD),TSA,1.175104965
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa,SSF,2.65583231
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa (excluding high income),SSA,2.65599061
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa (IDA & IBRD countries),TSS,2.65583231
Population growth (annual %),SP.POP.GROW,Upper middle income,UMC,0.574240982
Population growth (annual %),SP.POP.GROW,World,WLD,1.065130533
Surface area (sq. km),AG.SRF.TOTL.K2,Afghanistan,AFG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Albania,ALB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Algeria,DZA,..
Surface area (sq. km),AG.SRF.TOTL.K2,American Samoa,ASM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Andorra,AND,..
Surface area (sq. km),AG.SRF.TOTL.K2,Angola,AGO,..
Surface area (sq. km),AG.SRF.TOTL.K2,Antigua and Barbuda,ATG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Argentina,ARG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Armenia,ARM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Aruba,ABW,..
Surface area (sq. km),AG.SRF.TOTL.K2,Australia,AUS,..
Surface area (sq. km),AG.SRF.TOTL.K2,Austria,AUT,..
Surface area (sq. km),AG.SRF.TOTL.K2,Azerbaijan,AZE,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Bahamas, The",BHS,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bahrain,BHR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bangladesh,BGD,..
Surface area (sq. km),AG.SRF.TOTL.K2,Barbados,BRB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belarus,BLR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belgium,BEL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Belize,BLZ,..
Surface area (sq. km),AG.SRF.TOTL.K2,Benin,BEN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bermuda,BMU,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bhutan,BTN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bolivia,BOL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bosnia and Herzegovina,BIH,..
Surface area (sq. km),AG.SRF.TOTL.K2,Botswana,BWA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Brazil,BRA,..
Surface area (sq. km),AG.SRF.TOTL.K2,British Virgin Islands,VGB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Brunei Darussalam,BRN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Bulgaria,BGR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Burkina Faso,BFA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Burundi,BDI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cabo Verde,CPV,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cambodia,KHM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cameroon,CMR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Canada,CAN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cayman Islands,CYM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Central African Republic,CAF,..
Surface area (sq. km),AG.SRF.TOTL.K2,Chad,TCD,..
Surface area (sq. km),AG.SRF.TOTL.K2,Channel Islands,CHI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Chile,CHL,..
Surface area (sq. km),AG.SRF.TOTL.K2,China,CHN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Colombia,COL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Comoros,COM,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Dem. Rep.",COD,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Rep.",COG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Costa Rica,CRI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cote d'Ivoire,CIV,..
Surface area (sq. km),AG.SRF.TOTL.K2,Croatia,HRV,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cuba,CUB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Curacao,CUW,..
Surface area (sq. km),AG.SRF.TOTL.K2,Cyprus,CYP,..
Surface area (sq. km),AG.SRF.TOTL.K2,Czech Republic,CZE,..
Surface area (sq. km),AG.SRF.TOTL.K2,Denmark,DNK,..
Surface area (sq. km),AG.SRF.TOTL.K2,Djibouti,DJI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Dominica,DMA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Dominican Republic,DOM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ecuador,ECU,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Egypt, Arab Rep.",EGY,..
Surface area (sq. km),AG.SRF.TOTL.K2,El Salvador,SLV,..
Surface area (sq. km),AG.SRF.TOTL.K2,Equatorial Guinea,GNQ,..
Surface area (sq. km),AG.SRF.TOTL.K2,Eritrea,ERI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Estonia,EST,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ethiopia,ETH,..
Surface area (sq. km),AG.SRF.TOTL.K2,Faroe Islands,FRO,..
Surface area (sq. km),AG.SRF.TOTL.K2,Fiji,FJI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Finland,FIN,..
Surface area (sq. km),AG.SRF.TOTL.K2,France,FRA,..
Surface area (sq. km),AG.SRF.TOTL.K2,French Polynesia,PYF,..
Surface area (sq. km),AG.SRF.TOTL.K2,Gabon,GAB,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Gambia, The",GMB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Georgia,GEO,..
Surface area (sq. km),AG.SRF.TOTL.K2,Germany,DEU,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ghana,GHA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Gibraltar,GIB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Greece,GRC,..
Surface area (sq. km),AG.SRF.TOTL.K2,Greenland,GRL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Grenada,GRD,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guam,GUM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guatemala,GTM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea,GIN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea-Bissau,GNB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guyana,GUY,..
Surface area (sq. km),AG.SRF.TOTL.K2,Haiti,HTI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Honduras,HND,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Hong Kong SAR, China",HKG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Hungary,HUN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Iceland,ISL,..
Surface area (sq. km),AG.SRF.TOTL.K2,India,IND,..
Surface area (sq. km),AG.SRF.TOTL.K2,Indonesia,IDN,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Iran, Islamic Rep.",IRN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Iraq,IRQ,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ireland,IRL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Isle of Man,IMN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Israel,ISR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Italy,ITA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jamaica,JAM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Japan,JPN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jordan,JOR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kazakhstan,KAZ,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kenya,KEN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kiribati,KIR,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Dem. People's Rep.",PRK,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Rep.",KOR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kosovo,XKX,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kuwait,KWT,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kyrgyz Republic,KGZ,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lao PDR,LAO,..
Surface area (sq. km),AG.SRF.TOTL.K2,Latvia,LVA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lebanon,LBN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lesotho,LSO,..
Surface area (sq. km),AG.SRF.TOTL.K2,Liberia,LBR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Libya,LBY,..
Surface area (sq. km),AG.SRF.TOTL.K2,Liechtenstein,LIE,..
Surface area (sq. km),AG.SRF.TOTL.K2,Lithuania,LTU,..
Surface area (sq. km),AG.SRF.TOTL.K2,Luxembourg,LUX,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Macao SAR, China",MAC,..
Surface area (sq. km),AG.SRF.TOTL.K2,North Macedonia,MKD,..
Surface area (sq. km),AG.SRF.TOTL.K2,Madagascar,MDG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malawi,MWI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malaysia,MYS,..
Surface area (sq. km),AG.SRF.TOTL.K2,Maldives,MDV,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mali,MLI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malta,MLT,..
Surface area (sq. km),AG.SRF.TOTL.K2,Marshall Islands,MHL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritania,MRT,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritius,MUS,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mexico,MEX,..
Surface area (sq. km),AG.SRF.TOTL.K2,"Micronesia, Fed. Sts.",FSM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Moldova,MDA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Monaco,MCO,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mongolia,MNG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Montenegro,MNE,..
Surface area (sq. km),AG.SRF.TOTL.K2,Morocco,MAR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mozambique,MOZ,..
Surface area (sq. km),AG.SRF.TOTL.K2,Myanmar,MMR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Namibia,NAM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nauru,NRU,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nepal,NPL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Netherlands,NLD,..
Surface area (sq. km),AG.SRF.TOTL.K2,New Caledonia,NCL,..
Surface area (sq. km),AG.SRF.TOTL.K2,New Zealand,NZL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nicaragua,NIC,..
Surface area (sq. km),AG.SRF.TOTL.K2,Niger,NER,..
Surface area (sq. km),AG.SRF.TOTL.K2,Nigeria,NGA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Northern Mariana Islands,MNP,..
Surface area (sq. km),AG.SRF.TOTL.K2,Norway,NOR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Oman,OMN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Pakistan,PAK,..
Surface area (sq. km),AG.SRF.TOTL.K2,Palau,PLW,..
Surface area (sq. km),AG.SRF.TOTL.K2,Panama,PAN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Papua New Guinea,PNG,..
Surface area (sq. km),AG.SRF.TOTL.K2,Paraguay,PRY,..
Surface area (sq. km),AG.SRF.TOTL.K2,Peru,PER,..
Surface area (sq. km),AG.SRF.TOTL.K2,Philippines,PHL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Poland,POL,..
Surface area (sq. km),AG.SRF.TOTL.K2,Portugal,PRT,..
Surface area (sq. km),AG.SRF.TOTL.K2,Puerto Rico,PRI,..
Surface area (sq. km),AG.SRF.TOTL.K2,Qatar,QAT,..
Surface area (sq. km),AG.SRF.TOTL.K2,Romania,ROU,..
Surface area (sq. km),AG.SRF.TOTL.K2,Russian Federation,RUS,..
Surface area (sq. km),AG.SRF.TOTL.K2,Rwanda,RWA,..
Surface area (sq. km),AG.SRF.TOTL.K2,Samoa,WSM,..
Surface area (sq. km),AG.SRF.TOTL.K2,San Marino,SMR,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sao Tome and Principe,STP,..
Surface area (sq. km),AG.SRF.TOTL.K2,Saudi Arabia,SAU,..
Surface area (sq. km),AG.SRF.TOTL.K2,Senegal,SEN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Serbia,SRB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Seychelles,SYC,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sierra Leone,SLE,..
Surface area (sq. km),AG.SRF.TOTL.K2,Singapore,SGP,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sint Maarten (Dutch part),SXM,..
Surface area (sq. km),AG.SRF.TOTL.K2,Slovak Republic,SVK,..
Surface area (sq. km),AG.SRF.TOTL.K2,Slovenia,SVN,..
Surface area (sq. km),AG.SRF.TOTL.K2,Solomon Islands,SLB,..
Surface area (sq. km),AG.SRF.TOTL.K2,Somalia,SOM,..
Surface area (sq. km),AG.SRF.TOTL.K2,South Africa,ZAF,..
Surface area (sq. km),AG.SRF.TOTL.K2,South Sudan,SSD,..
Surface area (sq. km),AG.SRF.TOTL.K2,Spain,ESP,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sri Lanka,LKA,..
Surface area (sq. km),AG.SRF.TOTL.K2,St. Kitts and Nevis,KNA,..
Surface area (sq. km),AG.SRF.TOTL.K2,St. Lucia,LCA,..
Surface area (sq. km),AG.SRF.TOTL.K2,St. Martin (French part),MAF,..
Surface area (sq. km),AG.SRF.TOTL.K2,St. Vincent and the Grenadines,VCT,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sudan,SDN,..
